Path0
1.636585,-74.42142,430.1305
4.88607,-77.04614,435.2912
8.349078,-80.99363,440.7739
11.5409,-80.99363,445.5489
14.66104,-80.99363,449.8996
17.97219,-78.50807,454.4468
21.49029,-77.0556,459.2781
24.5945,-76.52663,463.5411
27.90565,-74.10269,468.0883
31.00986,-74.16582,472.3512
34.32101,-76.72443,476.8984
37.42521,-81.45869,481.1613
41.50866,-85.82172,486.1717
48.05136,-87.92451,498.6482
54.83363,-90.306,512.2183
62.07191,-92.85011,526.6949
68.85779,-95.23521,540.2667
Path1
-89.81454,-115.6945,622.7517
-89.81454,-115.6945,628.0251
-89.81454,-115.6945,633.6501
-89.81454,-115.6945,638.9236
-89.81454,-115.6945,644.5485
-89.81454,-115.6945,649.822
-89.81454,-115.6945,655.7985
Path2
-7.549245,-246.5969,726.1415
-8.151271,-246.5969,730.78
-11.1614,-245.8508,734.5803
-14.37221,-242.9758,738.634
-17.58302,-243.1155,742.6876
-20.79382,-246.4698,746.7412
-23.80396,-244.8037,750.5415
-27.01476,-243.3441,754.5952
-30.02489,-244.3113,758.3954
-33.2357,-247.8343,762.4491
Path3
-44.31651,-249.9668,842.8237
-41.21363,-249.9668,847.0796
-37.9039,-248.1143,851.6192
-34.80102,-246.0793,855.8751
-31.49129,-247.0227,860.4147
-28.38841,-245.4226,864.6705
-25.07868,-243.8023,869.2101
-21.9758,-244.6188,873.466
-18.66607,-247.981,878.0056
-15.56319,-253.4687,882.2615
-10.92688,-252.405,887.3212
-8.439186,-248.2199,892.8242
-7.586098,-243.39,899.9134
-6.186329,-238.7963,906.2743
-5.919171,-234.114,912.7384
-3.879439,-229.7174,918.5289
-3.371314,-226.8537,925.1119
-3.248331,-225.1552,932.1586
-3.247484,-223.9273,938.8209
-1.627555,-222.9428,944.9061
-1.231112,-224.827,956.464
-1.231112,-223.7121,964.1631
-1.231112,-222.7599,970.7385
-1.231112,-222.0143,977.4993
-1.231112,-222.0143,982.9698
Path4
29.38075,-223.5052,1122.256
26.17616,-223.5052,1126.282
23.17186,-222.2278,1130.056
19.96727,-219.7558,1134.081
16.76268,-220.4983,1138.107
13.75838,-219.238,1141.881
11.75551,-217.457,1146.326
11.75551,-218.1228,1151.15
