Path0
-1.278977E-12,17.27148,12.59279
-1.278977E-12,17.27148,17.45465
-1.278977E-12,17.27148,22.4323
-1.278977E-12,18.18417,27.36278
-1.278977E-12,19.47388,32.17604
-1.278977E-12,20.7633,36.98822
-1.278977E-12,21.7212,41.84344
-1.278977E-12,22.15632,46.81686
-1.278977E-12,22.59206,51.79732
-1.278977E-12,22.95848,56.76021
-1.278977E-12,22.95848,61.75785
-1.278977E-12,22.95848,66.7595
-1.278977E-12,22.95848,72.08952
-1.278977E-12,22.95848,77.09245
-1.278977E-12,22.95848,82.08789
-1.278977E-12,22.95848,87.092
-1.278977E-12,22.95848,92.08627
-1.278977E-12,22.95848,97.08546
-1.278977E-12,22.95848,102.0846
-1.278977E-12,22.95848,107.09
-1.278977E-12,22.95322,112.083
-1.278977E-12,22.95848,117.0822
-1.659634,22.95848,121.5019
-4.984046,22.95848,125.6818
-5.601262,22.95848,130.4572
-5.601262,22.95848,135.4655
-5.601262,22.95848,140.4556
-5.601262,22.95848,145.4548
-2.888023,22.95848,149.5328
0.275195,22.95848,153.5101
3.38327,22.95848,157.418
3.590727,23.96239,162.3516
3.590727,26.85345,167.3478
3.387547,29.50209,172.2722
1.200914,31.04983,176.1713
1.773403,29.57549,180.5587
5.26067,22.95848,184.7332
5.26067,22.95848,190.0144
3.808741,22.95848,194.5042
3.808741,22.95848,199.5011
3.808741,22.95848,204.4981
3.808741,23.17779,209.495
3.808741,26.1703,214.4941
3.808741,27.13075,219.4889
3.808741,29.24982,224.4885
3.808741,30.95762,229.4828
3.808741,30.24376,234.4798
4.631625,27.10674,239.1893
5.046463,22.95848,244.3727
5.046463,22.95848,249.3397
5.046463,22.95848,254.3117
5.046463,22.95848,259.2837
5.046463,22.95848,264.2621
5.046463,22.95848,269.2276
5.046463,22.95848,274.1996
3.597365,23.58056,278.6634
3.597365,26.61843,283.6353
3.597365,26.98463,288.6073
3.597365,24.3219,293.5793
1.316632,22.95848,298.0985
1.519428,22.95848,302.5896
2.349069,22.95848,307.297
2.349069,23.09073,312.2928
2.349069,24.91267,317.1514
2.95488,26.58089,321.5999
3.157875,28.31207,326.2164
3.157875,28.95848,331.0091
2.535363,28.95848,335.7972
2.535363,28.95848,340.7964
2.535363,30.99069,345.8636
2.535363,33.16351,351.1345
2.535363,32.11435,356.1368
2.535363,28.03621,361.1391
-0.3032823,22.95848,365.7073
-0.3032823,22.95848,370.6786
-0.3032823,23.07046,375.6559
-0.3032823,25.80164,380.4714
0.495329,28.36772,384.9958
0.495329,30.75486,389.2048
-0.3010866,32.22328,393.1682
-0.3010866,32.10275,397.4319
-0.3010866,32.10275,401.8292
-0.3010866,32.10275,406.5761
-0.3010866,32.10275,411.1126
-0.3010866,32.10275,415.7018
-0.3010866,32.10275,420.3694
-0.3010866,32.10275,425.1049
-0.3010866,32.10275,429.9178
-0.3010868,34.08201,434.762
-0.3010868,36.2564,439.6124
-0.3010868,35.40181,444.3281
-0.3010868,31.51019,448.718
-0.3010868,24.03728,453.0202
-0.3010868,22.95848,456.8631
-0.3010868,22.95848,461.1871
-0.3010868,22.95848,466.1212
-0.3010868,22.95848,471.127
-0.3010868,25.18631,476.1423
-0.3010868,27.1797,481.1576
-0.3010868,26.14411,486.173
-0.3010868,22.07762,491.1901
-0.3010868,14.98614,496.2037
-0.3010868,4.857952,501.2216
-0.3010868,2.95848,506.058
-0.3010868,2.958482,511.5199
-0.3010868,2.958484,517.149
-0.3010868,2.958481,523.6842
-0.3010868,2.958483,531.2711
-0.3010868,2.958481,539.8657
-0.3010868,2.958483,548.579
-0.3010868,2.958481,557.3032
-0.3010868,2.958484,566.0058
-0.3010868,2.958482,574.7316
3.069409,2.958484,582.7
6.686606,2.958482,590.6271
6.927753,2.958484,599.869
5.722017,2.958482,608.3203
2.104802,2.95848,616.2474
-1.512404,2.958482,624.1745
-4.153104,2.958484,631.6622
-0.6494961,2.958481,638.1968
2.793163,2.958483,644.1526
6.166164,2.95848,649.5658
6.388522,2.958482,655.4175
5.309165,2.958483,660.5933
5.309165,2.95848,666.0566
5.309165,2.958482,671.8777
5.309165,2.958484,677.3379
5.309165,2.95848,682.7981
5.309165,2.958482,688.2639
5.309165,2.958484,693.7184
5.309165,4.133123,699.0726
5.309165,5.996434,704.0414
5.309165,7.768563,708.767
3.475533,8.958479,712.8273
3.268146,8.958481,717.746
3.268146,8.958482,722.7374
3.268146,9.580568,728.0612
3.268146,12.61709,733.0523
3.268146,15.44154,738.0435
3.268146,16.66619,743.0349
3.268146,15.46251,747.9891
3.268146,12.01735,752.7049
3.268146,13.63845,757.4133
3.268146,15.29553,762.1271
3.268146,16.89775,766.8469
3.268146,18.58807,771.5762
3.268146,20.16026,776.3101
4.082722,21.24598,781.1225
4.082722,21.24598,786.102
4.082722,22.27506,791.043
3.061296,23.74566,795.4709
3.061296,24.18295,800.3285
2.023919,24.51626,804.9449
1.197379,27.56575,809.6071
-0.4396135,28.33236,813.9016
-0.4396135,26.07162,818.6572
-0.4396135,23.51917,823.3923
-0.4396135,23.57536,828.3838
-1.269936,24.08138,833.3956
-2.301938,26.72944,837.9672
-4.36812,28.30719,842.1815
-4.36812,26.85547,847.136
-4.36812,22.38324,852.0768
-3.953242,19.74742,856.8904
-3.953242,19.74742,861.863
-4.57428,19.74742,866.6255
-4.57428,19.74742,871.5892
-4.57428,19.74742,876.5614
-4.57428,19.81407,881.5336
-4.57428,22.80225,886.8372
-3.332173,23.985,891.3738
-3.332173,22.1388,896.346
-2.297888,19.74742,900.9517
-1.883862,22.20158,905.7762
-0.8488054,23.99375,910.385
-0.7084479,21.72418,917.3319
-0.4975196,12.37505,925.2719
-0.2865916,11.46672,933.2119
-0.0754785,11.46672,941.1588
0,11.46672,946.9954
0,11.4354,952.3205
