Path0
1.45317,-716.9714,211.3089
1.45317,-716.536,216.8512
1.45317,-716.1324,221.9888
1.45317,-717.2302,227.2352
1.45317,-716.8525,232.0422
2.453372,-716.4769,236.8232
2.453372,-715.6702,241.9479
2.453372,-712.8378,246.8294
2.453372,-712.5758,252.121
2.453372,-715.5283,257.3485
2.453372,-716.415,262.4873
0.2531641,-716.0438,266.5223
0.2531641,-714.1353,271.2883
0.2531641,-711.2308,276.3027
0.2531641,-709.2891,281.2486
0.2531641,-709.9172,285.882
0.2531641,-713.6612,290.8965
0.2531641,-714.8659,295.9918
0.2531641,-714.8659,300.8093
0.2531641,-713.4982,305.9481
0.2531641,-710.4429,311.0868
0.2531641,-708.5472,315.9044
0.2531641,-709.0189,321.0434
0.2531641,-712.1333,325.9045
0.2531641,-713.0259,331.0985
0.2531641,-710.2011,335.9913
0.2531641,-707.7505,340.2359
0.2531641,-705.5128,344.3893
0.2531641,-704.2477,349.1106
0.2531641,-702.9193,354.0681
0.2531641,-701.6737,358.7169
0.2531641,-700.3433,363.6805
-2.523738,-699.2653,367.7037
-4.706518,-698.1285,371.946
-4.706518,-696.8828,376.595
-3.516988,-695.6629,381.1478
-1.334149,-694.6113,385.0724
-1.334149,-693.2802,390.0399
-1.334149,-691.9522,394.9962
-1.334149,-690.7072,399.6426
-2.325758,-689.4655,404.2766
-4.30989,-688.271,408.2727
-4.30989,-685.553,412.9803
-3.933952,-683.237,416.9918
-0.8756925,-681.2543,420.4258
1.438945,-679.2418,423.9568
1.438945,-677.952,428.7702
0.2488153,-676.6476,433.6383
0.04987031,-675.4143,438.2411
0.04987031,-674.9547,443.2948
0.04987031,-674.9547,447.7937
0.04987031,-674.9547,453.2567
0.04987031,-675.7985,458.3935
0.04987031,-682.21,463.0109
0.04987031,-692.8381,467.8767
0.04987031,-695.7764,470.325
0.04987031,-698.2475,472.373
0.04987031,-702.3159,474.293
0.04987031,-708.524,476.341
0.04987031,-716.6608,478.389
0.04987031,-726.0408,480.309
0.04987031,-737.9144,482.357
0.04987031,-751.7169,484.405
0.04987031,-766.4083,486.325
0.04987031,-783.9477,488.373
0.04987031,-802.1425,490.293
0.04987031,-823.4188,492.341
0.04987031,-845.0795,495.2563
0.04987031,-870.1113,499.9467
0.04987031,-897.0439,503.2302
0.04987031,-925.905,509.3363
0.04987031,-954.7587,511.9933
0.04987031,-978.6235,515.1902
0.04987031,-975.7686,521.5982
0.04987031,-975.3797,527.6053
0.04987031,-977.4561,534.013
0.04987031,-981.7383,540.0202
0.04987031,-988.9932,546.4279
0.04987031,-989.6058,552.6007
0.04987031,-989.6058,558.324
0.04987031,-989.6058,563.5972
0.04987031,-989.6058,569.2219
0.04987031,-989.6058,574.4951
0.04987031,-989.6058,580.1198
0.04987031,-991.9677,585.2788
0.04987031,-1000.481,590.5059
0.04987031,-1002.734,595.7488
0.04987031,-1002.734,600.9388
0.04987031,-1002.734,607.3757
0.04987031,-1002.734,614.8501
0.04987031,-1002.734,622.0968
0.04987031,-1002.737,629.8266
0.04987031,-1003.428,637.0733
0.04987031,-1007.145,644.5229
0.04987031,-1014.076,651.3702
0.04987031,-1022.748,657.5184
0.04987031,-1023.893,655.4705
0.04987031,-1026.719,653.5504
0.04987031,-1031.601,651.5024
0.04987031,-1038.411,649.4545
0.04987031,-1046.579,651.7344
0.04987031,-1057.096,657.7171
0.04987031,-1069.61,660.0236
0.04987031,-1083.033,660.4121
0.04987031,-1098.202,662.1069
0.04987031,-1116.223,664.1457
0.04987031,-1136.173,666.1937
0.04987031,-1158.015,670.261
0.04987031,-1180.301,674.3339
Path1
0.4031125,-1321.209,812.7911
-3.436888,-1319.916,815.4311
-6.508888,-1320.884,818.0711
-6.508888,-1324.407,820.8871
-6.577119,-1326.603,823.6268
-5.617119,-1326.243,826.2668
-3.217119,-1323.577,828.9068
-0.08111881,-1320.796,831.7228
3.246881,-1319.805,834.3628
3.246881,-1321.238,837.1788
